tree_id,dist,region,tree_type,diameter,tree_height,matched,dist_to_health,health_樹木狀況,health_健檢扣分,health_健檢關鍵因子,health_風險結果,health_樹冠頂梢枯死率,health_樹冠缺失率,lng,lat,is_protected,prot_id,prot_name,prot_sci,prot_diam_m,prot_circ_m,prot_loc,prot_mgr
BT0614021096,士林區,文林路,榕樹,54.0,16.0,True,0.0020103082197552,P,,,,0.0,3.0,121.519601182734,25.103645390932485,False,,,,,,,
BT0614021097,士林區,文林路,白千層,45.0,6.8,True,0.0093942967570554,P,,,,0.0,13.0,121.51963386906036,25.103590656909727,False,,,,,,,
BT0614021098,士林區,文林路,茄苳,6.0,8.7,True,0.0055217158904921,P,-24.0,種植範圍土壤面積不足,D級,0.0,3.0,121.51968644511832,25.103503171764565,False,,,,,,,
BT0614031095,士林區,文林路,白千層,22.0,7.7,True,0.0093394976170053,P,,,,0.0,8.0,121.51924966159388,25.103566362959103,False,,,,,,,
BT0614031096,士林區,文林路,茄苳,6.0,7.7,True,0.0086962880673331,P,-28.0,種植範圍土壤面積不足,D級,0.0,3.0,121.51929976760864,25.103480872759036,False,,,,,,,
BT0614031097,士林區,文林路,茄苳,40.0,10.5,True,0.0028834755383624,P,-26.0,種植範圍土壤面積不足,D級,0.0,3.0,121.51938681756336,25.103339279459664,False,,,,,,,
BT0614031098,士林區,文林路,茄苳,11.0,7.4,True,0.0064666928815939,P,-24.0,種植範圍土壤面積不足,D級,0.0,3.0,121.51943543617703,25.103253794422276,False,,,,,,,
NG0590010038,士林區,環河北路三段,白千層,31.0,11.62,True,0.0033681403177821,,,,,0.0,0.0,121.50450932814468,25.08669841636119,False,,,,,,,
NG0590010039,士林區,環河北路三段,白千層,27.0,11.52,True,0.0056151723376065,,,,,0.0,0.0,121.5047659291527,25.08636910318589,False,,,,,,,
SL0174310001,士林區,環河北路三段,桃花心木,8.9,6.5,True,0.0611132366895774,P,-16.0,,D級,0.0,28.0,121.50655860576384,25.084082508437454,False,,,,,,,
SL0174310002,士林區,環河北路三段,桃花心木,9.1,4.8,True,0.0157350009522318,P,-18.0,,D級,0.0,18.0,121.50625214289012,25.084627043023534,False,,,,,,,
SL0174310003,士林區,環河北路三段,桃花心木,15.4,7.7,True,0.1006989668053345,P,-11.0,,D級,0.0,38.0,121.50594399808624,25.08512481739432,False,,,,,,,
SL0174310004,士林區,環河北路三段,桃花心木,14.0,8.1,True,0.0305635738662616,P,-19.0,,D級,0.0,33.0,121.50590930245826,25.08517341632505,False,,,,,,,
SL0174310005,士林區,環河北路三段,芒果,10.12,2.9,True,0.0503851046783065,P,-13.0,,D級,0.0,23.0,121.5064804993681,25.083627490307965,False,,,,,,,
SL0174310011,士林區,環河北路三段,黑板樹,40.2,10.3,True,0.0326939636736398,P,-10.0,,D級,0.0,58.0,121.5074703222509,25.081265168532138,False,,,,,,,
SL0174310012,士林區,環河北路三段,榕樹,67.5,13.3,True,0.0215452600555289,P,-14.0,,D級,23.0,38.0,121.50534821341186,25.08592510790117,False,,,,,,,
SL0174310013,士林區,環河北路三段,黑板樹,82.9,11.5,True,0.071157264465632,P,-13.0,,D級,0.0,28.0,121.50743670538635,25.08150290189579,True,4230,黑板樹,Alstonia scholaris (L.) R. Brown,0.83,2.6,nan,臺北市政府工務局水利工程處(臺北市政府工務局公園路燈工程管理處代管)
SL0174310014,士林區,環河北路三段,黑板樹,74.2,11.6,True,0.0629244929560263,P,-28.0,"修枝或創傷後無法癒合產生腐朽
根領與主幹相接處有腐朽，腐朽範圍佔該位置點圓周>1/4",D級,0.0,48.0,121.50742362102868,25.08155124672864,False,,,,,,,
SL0174310015,士林區,環河北路三段,黑板樹,67.4,9.8,True,0.022074694230469,P,-11.0,,D級,0.0,33.0,121.50744521758806,25.08142757880953,False,,,,,,,
SL0174310016,士林區,環河北路三段,榕樹,26.7,9.2,True,0.0511047777548978,P,-16.0,,D級,0.0,33.0,121.50536650329104,25.085888752844664,False,,,,,,,
SL0174310017,士林區,環河北路三段,榕樹,41.8,12.6,True,0.0587701627787629,P,-16.0,,D級,13.0,73.0,121.50541158072168,25.085809242743306,False,,,,,,,
SL0174310018,士林區,環河北路三段,臺灣欒樹,8.5,4.6,True,0.4563759255144222,,,,,0.0,0.0,121.50789230684516,25.081356804250273,False,,,,,,,
SL0174310019,士林區,環河北路三段,榕樹,46.9,8.6,True,0.0857804158273329,P,-17.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,38.0,121.50539084885368,25.085854453613276,False,,,,,,,
SL0174310020,士林區,環河北路三段,木棉,29.4,11.6,True,0.0412626069748412,P,-11.0,,D級,0.0,48.0,121.5074424044808,25.081394455464984,False,,,,,,,
SL0174310021,士林區,環河北路三段,茄苳,23.1,8.2,True,0.042265461663911,P,-20.0,種植範圍土壤面積不足,D級,0.0,18.0,121.50780141891391,25.08167300690462,False,,,,,,,
SL0174310022,士林區,環河北路三段,水黃皮,6.8,3.4,True,0.0640811728384778,P,-12.0,,D級,0.0,38.0,121.50739563081682,25.08233633178948,False,,,,,,,
SL0174310023,士林區,環河北路三段,木棉,24.5,11.5,True,0.0650779137953714,P,-16.0,,D級,0.0,8.0,121.5043496448448,25.08699471816412,False,,,,,,,
SL0174310026,士林區,環河北路三段,白千層,53.2,14.6,True,0.0679886136558033,P,-14.0,,D級,3.0,23.0,121.50265267364028,25.088703979451218,False,,,,,,,
SL0174310027,士林區,環河北路三段,龍眼,8.4,7.2,True,0.1022720768770777,P,-21.0,,D級,8.0,28.0,121.502161013839,25.089132309903665,False,,,,,,,
SL0174310028,士林區,環河北路三段,龍眼,11.7,8.7,True,0.0093917466062272,P,-16.0,修枝或創傷後無法癒合產生腐朽,D級,8.0,28.0,121.50217207623834,25.089122251327463,False,,,,,,,
SL0174310029,士林區,環河北路三段,楊桃,14.48,7.7,True,0.0529459509704985,P,-22.0,"樹幹已有大空洞
修枝或創傷後無法癒合產生腐朽",D級,13.0,18.0,121.50180352164892,25.089448146938594,False,,,,,,,
SL0174310030,士林區,環河北路三段,芒果,19.37,7.8,True,0.0349672472994439,P,-19.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,8.0,121.502125345268,25.089161771780667,False,,,,,,,
SL0174310031,士林區,環河北路三段,蛋黃果,6.7,4.0,True,0.0314340231274915,P,-25.0,樹木主幹傾斜>30度且臨近園路、廣場或為行道樹,D級,3.0,23.0,121.50182231162366,25.089436798326183,False,,,,,,,
SL0174310032,士林區,環河北路三段,龍眼,10.0,7.5,True,0.027010084876989,P,-11.0,,D級,0.0,18.0,121.50214726701326,25.089140481673297,False,,,,,,,
SL0174310033,士林區,環河北路三段,楊桃,12.4,7.1,True,0.0063097090748585,P,-22.0,,D級,13.0,18.0,121.50180905637534,25.089443975316676,False,,,,,,,
SL0174310034,士林區,環河北路三段,芒果,10.9,6.8,True,0.0368258132801401,P,-19.0,,D級,13.0,63.0,121.50201836302544,25.08925593523383,False,,,,,,,
SL0174310035,士林區,環河北路三段,楊桃,9.3,6.6,True,0.0526918073250623,P,-21.0,"葉片枯黃，不正常落葉≧50%
枯損枝條>50% 樹冠大部分枯萎",D級,18.0,43.0,121.5019735192353,25.089296352059616,False,,,,,,,
SL0174310036,士林區,環河北路三段,楊桃,7.8,10.5,True,0.0872110045172038,P,-21.0,,D級,38.0,48.0,121.50201086436562,25.08926471781411,False,,,,,,,
SL0174310037,士林區,環河北路三段,臺灣欒樹,8.29,7.2,True,0.0579029797272317,P,,,,13.0,58.0,121.50189257062102,25.089405143067943,False,,,,,,,
SL0174310038,士林區,環河北路三段,樟樹,18.0,9.8,True,0.0197389854254055,P,-25.0,,D級,3.0,23.0,121.5017461956115,25.089588095029143,False,,,,,,,
SL0174310039,士林區,環河北路三段,無患子,13.5,8.6,True,0.0582207959013298,P,-16.0,,D級,0.0,13.0,121.50166757718738,25.089636299816004,False,,,,,,,
SL0174310040,士林區,環河北路三段,芒果,11.9,8.3,True,0.0568213968282269,P,-11.0,,D級,3.0,43.0,121.50205155728506,25.08922747484011,False,,,,,,,
SL0174310041,士林區,環河北路三段,柚子,7.22,4.5,True,0.0146959178576667,P,-19.0,修枝或創傷後無法癒合產生腐朽,D級,23.0,48.0,121.50200413817228,25.08926844207209,False,,,,,,,
SL0174311001,士林區,環河北路三段,桃花心木,48.0,11.5,True,0.0111834215357643,P,-8.0,,D級,0.0,13.0,121.50146708351504,25.090186966405287,False,,,,,,,
SL0174311002,士林區,環河北路三段,桃花心木,29.5,10.8,True,0.1000420326603769,P,-8.0,,D級,0.0,8.0,121.5014999914104,25.09016112523632,False,,,,,,,
SL0174311003,士林區,環河北路三段,桃花心木,35.0,9.5,True,0.087497456717125,P,-15.0,,D級,0.0,8.0,121.5015918671756,25.090081819226594,False,,,,,,,
SL0174311004,士林區,環河北路三段,桃花心木,32.2,8.9,True,0.0816736857801443,P,-16.0,,D級,0.0,3.0,121.50180380959316,25.089883388277023,False,,,,,,,
SL0174311005,士林區,環河北路三段,桃花心木,43.1,8.3,True,0.0886592789067922,P,-8.0,,D級,0.0,0.0,121.50193287772,25.089759357699204,False,,,,,,,
SL0174311006,士林區,環河北路三段,桃花心木,30.2,11.4,True,0.0187609204619333,P,-8.0,,D級,0.0,8.0,121.50199516097072,25.0897167151516,False,,,,,,,
SL0174311007,士林區,環河北路三段,桃花心木,44.6,12.4,True,0.0330249998784239,P,-14.0,,D級,0.0,8.0,121.5020523167279,25.08965657551069,False,,,,,,,
SL0174311008,士林區,環河北路三段,桃花心木,35.0,11.7,True,0.0724392193819574,P,-15.0,,D級,0.0,8.0,121.50209871734052,25.089608930953258,False,,,,,,,
SL0174311009,士林區,環河北路三段,桃花心木,31.0,11.7,True,0.0411774590331002,P,-12.0,,D級,0.0,28.0,121.50213740807972,25.0895669098651,False,,,,,,,
SL0174311010,士林區,環河北路三段,桃花心木,49.0,8.3,True,0.0537371949974383,P,-14.0,,D級,0.0,8.0,121.50217053236432,25.089545581841783,False,,,,,,,
SL0174311011,士林區,環河北路三段,桃花心木,29.0,10.7,True,0.0706371944432979,P,-10.0,,D級,0.0,18.0,121.50221069868944,25.089500757045,False,,,,,,,
SL0174311012,士林區,環河北路三段,桃花心木,31.0,9.8,True,0.0819915411097584,P,-13.0,,D級,0.0,13.0,121.502397811087,25.08931595137223,False,,,,,,,
SL0174311013,士林區,環河北路三段,桃花心木,41.5,11.5,True,0.0724627293426151,P,-9.0,,D級,0.0,23.0,121.50244571581432,25.089272544798018,False,,,,,,,
SL0174311014,士林區,環河北路三段,桃花心木,32.0,10.6,True,0.0750673338396952,P,-11.0,,D級,0.0,8.0,121.5026157433326,25.08912833265311,False,,,,,,,
SL0174311015,士林區,環河北路三段,桃花心木,40.3,9.5,True,0.0889878580169734,P,-13.0,,D級,0.0,8.0,121.50273488218724,25.089000904359903,False,,,,,,,
SL0174311016,士林區,環河北路三段,桃花心木,32.0,10.9,True,0.040521842288142,P,-19.0,,D級,23.0,63.0,121.50282140071096,25.088921074065087,False,,,,,,,
SL0174311017,士林區,環河北路三段,桃花心木,32.6,8.1,True,0.0082064987578499,P,-11.0,,D級,0.0,8.0,121.5028600722811,25.088898734005166,False,,,,,,,
SL0174311018,士林區,環河北路三段,桃花心木,36.5,12.4,True,0.048781765600195,P,-14.0,,D級,0.0,8.0,121.50288948356976,25.088866494465663,False,,,,,,,
SL0174311019,士林區,環河北路三段,桃花心木,41.3,13.5,True,0.0084056461533277,P,-13.0,,D級,0.0,18.0,121.50292504129514,25.088834234087127,False,,,,,,,
SL0174311020,士林區,環河北路三段,桃花心木,30.7,6.0,True,0.0558706913997833,P,-20.0,,D級,28.0,58.0,121.50296054770874,25.088789424883924,False,,,,,,,
SL0174311021,士林區,環河北路三段,桃花心木,24.0,7.6,True,0.0275727500266702,P,-13.0,,D級,8.0,23.0,121.50301627272482,25.088743283203257,False,,,,,,,
SL0174311025,士林區,環河北路三段,桃花心木,18.5,7.1,True,0.0364076693722866,P,-13.0,,D級,8.0,53.0,121.503184358772,25.088585264077988,False,,,,,,,
SL0174311026,士林區,環河北路三段,桃花心木,34.5,11.2,True,0.0207004753269265,P,-13.0,,D級,0.0,8.0,121.50321920429536,25.088548582300135,False,,,,,,,
SL0174311027,士林區,環河北路三段,桃花心木,28.4,8.1,True,0.0717400323747679,P,-17.0,,D級,8.0,43.0,121.50335470863564,25.088423355022783,False,,,,,,,
SL0174311029,士林區,環河北路三段,桃花心木,34.0,8.2,True,0.7428227446956833,P,-22.0,,D級,38.0,53.0,121.50368854992549,25.08811969216606,False,,,,,,,
SL0174311030,士林區,環河北路三段,桃花心木,34.3,9.3,True,0.0348699192451111,P,-18.0,,D級,0.0,28.0,121.50387633871148,25.087907437076804,False,,,,,,,
SL0174311031,士林區,環河北路三段,桃花心木,5.8,5.0,True,0.0724360298175758,P,-13.0,,D級,0.0,33.0,121.50397671810168,25.087799301246463,False,,,,,,,
SL0174311032,士林區,環河北路三段,桃花心木,4.6,4.1,True,0.0374580325469511,P,-12.0,,D級,0.0,38.0,121.50407637079964,25.087707418308927,False,,,,,,,
SL0174311033,士林區,環河北路三段,桃花心木,7.0,5.0,True,0.0401693477922013,P,-12.0,,D級,0.0,8.0,121.5041553969139,25.087614070620436,False,,,,,,,
SL0174311034,士林區,環河北路三段,榕樹,54.6,12.1,True,0.0289944959788984,P,-14.0,,D級,0.0,13.0,121.5043172813871,25.087419146566933,False,,,,,,,
SL0174311035,士林區,環河北路三段,榕樹,46.4,11.1,True,0.0516699765014759,P,-12.0,,D級,0.0,13.0,121.50436351198336,25.087378814606957,False,,,,,,,
SL0174311036,士林區,環河北路三段,榕樹,40.3,9.0,True,0.0280089440594622,P,-13.0,,D級,0.0,18.0,121.50439527696626,25.087340517977136,False,,,,,,,
SL0174311037,士林區,環河北路三段,榕樹,53.6,10.0,True,0.0944537677647386,P,-12.0,,D級,0.0,23.0,121.50442293487636,25.08731604822038,False,,,,,,,
SL0174311038,士林區,環河北路三段,榕樹,66.9,11.9,True,0.0884691700591922,P,-15.0,,D級,0.0,68.0,121.50445087574737,25.087288056556673,False,,,,,,,
SL0174311039,士林區,環河北路三段,榕樹,52.0,11.3,True,0.010577650048152,P,-14.0,,D級,0.0,28.0,121.50448310378565,25.08724181364912,False,,,,,,,
SL0174311040,士林區,環河北路三段,榕樹,65.0,12.0,True,0.0242257549549004,P,-15.0,,D級,0.0,13.0,121.50451523969733,25.087197286377503,True,3841,榕,Ficus microcarpa L. f.,0.823,2.58,nan,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管)
SL0174311041,士林區,環河北路三段,榕樹,82.3,12.4,True,0.5341512869166853,P,-14.0,,D級,0.0,63.0,121.50453979105455,25.08716470191568,False,,,,,,,
SL0174311042,士林區,環河北路三段,榕樹,48.5,8.5,True,0.0913155734729365,P,-15.0,,D級,0.0,13.0,121.50459090493234,25.08710647774015,False,,,,,,,
SL0174311046,士林區,環河北路三段,桃花心木,29.5,8.1,True,0.0638026167819726,P,-19.0,,D級,18.0,58.0,121.50477663238802,25.08687581130573,False,,,,,,,
SL0174311047,士林區,環河北路三段,桃花心木,29.4,9.1,True,0.0458373561283652,P,-18.0,,D級,8.0,13.0,121.50479545231704,25.086847760324428,False,,,,,,,
SL0174311048,士林區,環河北路三段,桃花心木,19.6,7.9,True,0.0328712144981141,P,-12.0,,D級,8.0,43.0,121.50482432508852,25.08680532053882,False,,,,,,,
SL0174311049,士林區,環河北路三段,桃花心木,38.8,8.0,True,0.0891141871066869,P,-8.0,,D級,0.0,48.0,121.5048568817474,25.08676675027588,False,,,,,,,
SL0174311050,士林區,環河北路三段,桃花心木,25.6,10.4,True,0.0917379933860028,P,-18.0,修枝或創傷後無法癒合產生腐朽,D級,8.0,38.0,121.50489390944357,25.08673060236675,False,,,,,,,
SL0174311051,士林區,環河北路三段,桃花心木,27.2,10.0,True,0.0543017064589657,P,-12.0,,D級,8.0,68.0,121.50492153822528,25.08669909073707,False,,,,,,,
SL0174311052,士林區,環河北路三段,桃花心木,48.2,14.5,True,0.0092387800593516,P,-14.0,,D級,0.0,28.0,121.50494702441588,25.08665278038928,False,,,,,,,
SL0174311053,士林區,環河北路三段,桃花心木,27.5,10.2,True,0.0281164938966723,P,-17.0,,D級,0.0,73.0,121.50497827817036,25.08661078387406,False,,,,,,,
SL0174311054,士林區,環河北路三段,桃花心木,24.3,10.9,True,0.8414552075561935,P,-12.0,,D級,0.0,53.0,121.50501259803292,25.08656706158751,False,,,,,,,
SL0174311055,士林區,環河北路三段,桃花心木,41.2,13.4,True,0.0226556905019325,P,-11.0,,D級,3.0,48.0,121.50504722453722,25.08652559526222,False,,,,,,,
SL0174311056,士林區,環河北路三段,桃花心木,36.3,13.6,True,0.10205585543572,P,-11.0,,D級,0.0,53.0,121.5050760117226,25.08648649609809,False,,,,,,,
SL0174311057,士林區,環河北路三段,桃花心木,47.7,13.9,True,0.0472307887416794,P,-15.0,,D級,0.0,33.0,121.50510146759925,25.08645697800247,False,,,,,,,
SL0174311058,士林區,環河北路三段,桃花心木,23.8,11.0,True,0.0237857055121872,P,-8.0,,D級,0.0,13.0,121.50515923477866,25.08640161996136,False,,,,,,,
SL0174311059,士林區,環河北路三段,桃花心木,8.0,5.2,True,0.0954525755071376,P,-13.0,,D級,0.0,38.0,121.50523394420746,25.086295556845116,False,,,,,,,
SL0174311060,士林區,環河北路三段,桃花心木,32.5,9.4,True,0.0206636825037385,P,-19.0,,D級,3.0,18.0,121.50532320467016,25.08613590779419,False,,,,,,,
SL0174311061,士林區,環河北路三段,桃花心木,43.5,14.6,True,0.0534780108557805,P,-14.0,,D級,0.0,8.0,121.50535553010536,25.086089393524485,False,,,,,,,
SL0174311062,士林區,環河北路三段,桃花心木,47.4,16.0,True,0.0482550694483179,P,-11.0,,D級,0.0,13.0,121.50549347084092,25.085882722988647,False,,,,,,,
SL0174311063,士林區,環河北路三段,桃花心木,35.7,8.8,True,0.0817960448683927,P,-23.0,,D級,3.0,33.0,121.5058188085671,25.085322055712055,False,,,,,,,
SL0174311064,士林區,環河北路三段,桃花心木,34.6,11.2,True,0.0565385108389473,P,-22.0,,D級,0.0,48.0,121.50584656048046,25.085272397106458,False,,,,,,,
SL0174311065,士林區,環河北路三段,桃花心木,41.5,10.9,True,0.0461556067074187,P,-12.0,,D級,0.0,38.0,121.5058784574184,25.08521821033895,False,,,,,,,
SL0174311066,士林區,環河北路三段,桃花心木,28.8,13.3,True,0.0322904461051455,P,-19.0,,D級,0.0,23.0,121.50601531958668,25.085014883372803,False,,,,,,,
SL0174311067,士林區,環河北路三段,桃花心木,40.2,9.4,True,0.0979237534716407,P,-17.0,,D級,0.0,13.0,121.506044968618,25.08496855864014,False,,,,,,,
SL0174311068,士林區,環河北路三段,桃花心木,39.9,14.5,True,0.0594940187362651,P,-20.0,,D級,0.0,13.0,121.50608958822454,25.084898439068212,False,,,,,,,
SL0174311069,士林區,環河北路三段,桃花心木,35.5,12.8,True,0.0760391865422895,P,-19.0,,D級,0.0,13.0,121.50611875378684,25.08485509522691,False,,,,,,,
SL0174311070,士林區,環河北路三段,桃花心木,38.1,13.6,True,0.0499112235698292,P,-17.0,,D級,0.0,23.0,121.5061564945208,25.084799714821436,False,,,,,,,
SL0174311071,士林區,環河北路三段,桃花心木,40.5,9.5,True,0.1017409068690672,P,-20.0,,D級,0.0,18.0,121.50618500805652,25.084742469990296,False,,,,,,,
SL0174311072,士林區,環河北路三段,桃花心木,44.5,13.7,True,0.0735436225514754,P,-22.0,,D級,0.0,28.0,121.50622272904576,25.084682304767448,False,,,,,,,
SL0174311073,士林區,環河北路三段,桃花心木,30.0,9.8,True,0.0801730759221155,P,-20.0,,D級,0.0,3.0,121.50623779426256,25.08465742622996,False,,,,,,,
SL0174311075,士林區,環河北路三段,桃花心木,43.9,11.9,True,0.0857368931191292,P,-18.0,,D級,0.0,8.0,121.50626484598855,25.084606325445822,False,,,,,,,
SL0174311076,士林區,環河北路三段,桃花心木,43.5,12.4,True,0.0621905470016035,P,-21.0,,D級,0.0,13.0,121.50629261316271,25.084560458486266,False,,,,,,,
SL0174311077,士林區,環河北路三段,桃花心木,47.1,12.5,True,0.0820922279207127,P,-20.0,,D級,0.0,8.0,121.50632781379008,25.084514205036506,False,,,,,,,
SL0174311078,士林區,環河北路三段,桃花心木,45.8,12.1,True,0.0520030803662398,P,-14.0,,D級,0.0,3.0,121.5064075099392,25.084367768918533,False,,,,,,,
SL0174311079,士林區,環河北路三段,桃花心木,31.5,7.4,True,0.0915745937513115,P,-16.0,,D級,8.0,13.0,121.50644390780565,25.084299302345816,False,,,,,,,
SL0174311080,士林區,環河北路三段,桃花心木,37.7,12.4,True,0.0524002264941441,P,-19.0,,D級,3.0,23.0,121.50647451773968,25.08424566152485,False,,,,,,,
SL0174311081,士林區,環河北路三段,桃花心木,35.0,12.1,True,0.0387470426381305,P,-19.0,,D級,3.0,18.0,121.5065113833306,25.08417042229939,False,,,,,,,
SL0174311082,士林區,環河北路三段,桃花心木,40.5,11.5,True,0.0893700957864816,P,-22.0,,D級,0.0,8.0,121.50652388547346,25.084149073421557,False,,,,,,,
SL0174311084,士林區,環河北路三段,桃花心木,43.3,11.8,True,0.0457158054846692,P,-13.0,,D級,3.0,13.0,121.50658845255164,25.084012078019164,False,,,,,,,
SL0174311085,士林區,環河北路三段,桃花心木,55.7,8.6,True,0.0559501370794551,P,-13.0,,D級,0.0,8.0,121.5066045523292,25.08397365383289,False,,,,,,,
SL0174311086,士林區,環河北路三段,桃花心木,48.8,11.3,True,0.0280901227449105,P,-14.0,,D級,0.0,8.0,121.50667226368574,25.08385398152103,False,,,,,,,
SL0174311087,士林區,環河北路三段,桃花心木,25.2,10.7,True,0.0038084028029648,P,-21.0,,D級,0.0,18.0,121.50669299995982,25.083810034382203,False,,,,,,,
SL0174311088,士林區,環河北路三段,桃花心木,26.1,10.0,True,0.0473400581540063,P,-20.0,,D級,0.0,13.0,121.50672346890516,25.083746282571013,False,,,,,,,
SL0174311089,士林區,環河北路三段,桃花心木,33.3,10.1,True,0.0516077717810849,P,-17.0,,D級,0.0,8.0,121.50673250877792,25.083726751108248,False,,,,,,,
SL0174311090,士林區,環河北路三段,桃花心木,40.7,11.1,True,0.0213306236182915,P,-15.0,,D級,0.0,8.0,121.5067512037517,25.08369265150942,False,,,,,,,
SL0174311091,士林區,環河北路三段,桃花心木,38.6,11.1,True,0.0131079595528355,P,-19.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,0.0,121.50678512739188,25.08362527666692,False,,,,,,,
SL0174311092,士林區,環河北路三段,桃花心木,32.0,10.89,True,0.0043860570192762,,,,,0.0,0.0,121.50692386753032,25.083349176335417,False,,,,,,,
SL0174311093,士林區,環河北路三段,桃花心木,27.2,8.9,True,0.0284669176627563,P,-8.0,,D級,0.0,13.0,121.50694726866384,25.083302421360692,False,,,,,,,
SL0174311094,士林區,環河北路三段,桃花心木,39.1,10.7,True,0.0857649895585457,P,-7.0,,D級,0.0,8.0,121.50695884855703,25.083249748250335,False,,,,,,,
SL0174311095,士林區,環河北路三段,桃花心木,38.7,11.6,True,0.0925412133924102,P,-8.0,,D級,0.0,18.0,121.5070229173424,25.083136407857,False,,,,,,,
SL0174311096,士林區,環河北路三段,桃花心木,37.9,10.7,True,0.0917927690823886,P,-7.0,,D級,0.0,8.0,121.50718590993937,25.082827994262104,False,,,,,,,
SL0174311097,士林區,環河北路三段,桃花心木,11.9,5.7,True,0.081423832898173,P,-7.0,,D級,0.0,43.0,121.50720080715574,25.082786504580803,False,,,,,,,
SL0174311098,士林區,環河北路三段,桃花心木,42.2,9.3,True,0.0147935378045745,P,-7.0,,D級,0.0,13.0,121.50727114525888,25.08263098163981,False,,,,,,,
SL0174311099,士林區,環河北路三段,水黃皮,26.3,5.1,True,0.0086017985462985,P,-12.0,,D級,0.0,28.0,121.5072970569354,25.082568057810384,False,,,,,,,
SL0174311100,士林區,環河北路三段,水黃皮,27.6,6.8,True,0.0064207235689161,P,-10.0,,D級,0.0,28.0,121.5073180272844,25.082508852370392,False,,,,,,,
SL0174311101,士林區,環河北路三段,水黃皮,25.8,7.8,True,0.0118265250827702,P,-11.0,,D級,0.0,18.0,121.50736410881495,25.082433039740263,False,,,,,,,
SL0174311102,士林區,環河北路三段,水黃皮,22.0,6.1,True,0.0361391456965361,P,-7.0,,D級,0.0,13.0,121.50741735467804,25.082267554020817,False,,,,,,,
SL0174311103,士林區,環河北路三段,桃花心木,35.7,7.9,True,0.0587101190408033,P,-8.0,,D級,0.0,8.0,121.50747958148013,25.082092377551685,False,,,,,,,
SL0174321001,士林區,環河北路三段,榕樹,67.0,10.5,True,0.0892776891202159,P,-24.0,"種植範圍土壤面積不足
盤根狀況嚴重",D級,0.0,3.0,121.50758888398354,25.082371060904517,False,,,,,,,
SL0174321003,士林區,環河北路三段,榕樹,68.61,10.3,True,0.009201535835036,P,-24.0,"種植範圍土壤面積不足
盤根狀況嚴重",D級,0.0,53.0,121.50766809106617,25.08208270476259,False,,,,,,,
SL0174321004,士林區,環河北路三段,雀榕,59.6,10.7,True,0.0883525807790181,P,-24.0,種植範圍土壤面積不足,D級,0.0,13.0,121.5077438750016,25.081853764882695,False,,,,,,,
SL0174321005-001,士林區,環河北路三段,茄苳,6.2,3.7,True,0.0230350293807349,P,,,,13.0,93.0,121.5077742282256,25.08176220683935,False,,,,,,,
SL0174321006-001,士林區,環河北路三段,茄苳,6.0,3.0,True,0.0048167953703657,,,,,0.0,0.0,121.50789647739228,25.08135850530805,False,,,,,,,
SL0174321007,士林區,環河北路三段,臺灣欒樹,35.6,9.6,True,0.0353648364988021,P,,,,0.0,8.0,121.50792735025232,25.081272813687697,False,,,,,,,
SL0174321008,士林區,環河北路三段,臺灣欒樹,24.7,9.1,True,1.1047005221676045,P,-20.0,種植範圍土壤面積不足,D級,0.0,3.0,121.50794593019458,25.081186983573467,False,,,,,,,
SL0174321009,士林區,環河北路三段,臺灣欒樹,32.9,8.3,True,1.062157569822478,P,-20.0,種植範圍土壤面積不足,D級,0.0,3.0,121.50797952866856,25.08111319964553,False,,,,,,,
SL0174321010,士林區,環河北路三段,榕樹,20.7,6.8,True,0.0245317546124641,P,-21.0,種植範圍土壤面積不足,D級,0.0,33.0,121.50799624296688,25.081031709376177,False,,,,,,,
SL0174331001,士林區,環河北路三段,木棉,35.2,13.8,True,0.042550601260567,P,-16.0,,D級,0.0,38.0,121.50144342159524,25.08982998698458,False,,,,,,,
SL0174331002,士林區,環河北路三段,木棉,27.9,12.6,True,0.0814013850093472,P,-22.0,,D級,3.0,38.0,121.50148580645924,25.08979427321469,False,,,,,,,
SL0174331003,士林區,環河北路三段,白千層,29.3,10.8,True,0.0217627347501027,P,,,,0.0,58.0,121.50140321549888,25.08981649050395,False,,,,,,,
SL0174331004,士林區,環河北路三段,白千層,35.0,10.7,True,0.0544873826697832,P,-17.0,,D級,0.0,43.0,121.50142654012151,25.089798806981452,False,,,,,,,
SL0174331005,士林區,環河北路三段,白千層,34.4,10.9,True,0.0511676804288018,P,,,,0.0,18.0,121.50144550270473,25.08978113819746,False,,,,,,,
SL0174331006,士林區,環河北路三段,白千層,72.2,8.0,True,0.0266339107247941,P,-20.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,8.0,121.5015322569546,25.089710155338913,False,,,,,,,
SL0174331007,士林區,環河北路三段,白千層,29.0,7.2,True,0.0040230507766157,P,,,,0.0,0.0,121.50154999784893,25.089684636267187,False,,,,,,,
SL0174331008,士林區,環河北路三段,白千層,22.3,7.3,True,0.0642363493724285,P,,,,28.0,8.0,121.50157163636014,25.089666777860703,False,,,,,,,
